,source,title,cve_id,cwe_id,href,package,score,severity,date_published,version,refs,commit,commits,repo,sha_list,dates,ext_files,n_files,parents,messages,lang,n_lang
53,cvedetails,Exec Code,CVE-2019-12164,CWE-20,https://www.cvedetails.com/cve/CVE-2019-12164/,,7.5,,7/23/19,,[],['https://github.com/status-im/react-native-desktop/pull/475/commits/f6945f1e4b157c69e414cd94fe5cde1876aabcc1'],1,status-im/react-native-desktop,['f6945f1e4b157c69e414cd94fe5cde1876aabcc1'],"['05/19/2019, 07:43:02']",{'js'},1,[['99e9bdcfa769090967fd40b27a43bc3ef4f47e2c']],['Fix ubuntu-server vulnerability'],{'js'},1
54,cvedetails,XSS,CVE-2019-11814,CWE-79,https://www.cvedetails.com/cve/CVE-2019-11814/,,4.3,,5/8/19,,[],['https://github.com/MISP/MISP/commit/62f15433e42fb92e45bd57dd6fc0c0bf53deb6fc'],1,MISP/MISP,['62f15433e42fb92e45bd57dd6fc0c0bf53deb6fc'],"['05/07/2019, 07:01:05']",{'js'},1,[['6f6fb678ca07c80cb7d2bdfe5cb0313bb71bd487']],['fix: [security] Fix persistent xss due to invalid sanitisation of image names in titles\n\n- triggered by expanding a screenshot\n\n- as reported by João Lucas Melo Brasio from Elytron Security S.A. (https://elytronsecurity.com)'],{'js'},1
55,cvedetails,XSS,CVE-2019-11358,CWE-79,https://www.cvedetails.com/cve/CVE-2019-11358/,,4.3,,4/19/19,,"['https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/5IABSKTYZ5JUGL735UKGXL5YPRYOPUYI/', 'https://seclists.org/bugtraq/2019/May/18', 'https://www.debian.org/security/2019/dsa-4460', 'https://www.openwall.com/lists/oss-security/2019/06/03/2', 'http://www.securityfocus.com/bid/108023', 'http://seclists.org/fulldisclosure/2019/May/13', 'https://snyk.io/vuln/SNYK-JS-JQUERY-174006', 'https://seclists.org/bugtraq/2019/Apr/32', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/WZW27UCJ5CYFL4KFFFMYMIBNMIU2ALG5/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RLXRX23725JL366CNZGJZ7AQQB7LHQ6F/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/QV3PKZC3PQCO3273HAT76PAQZFBEO4KP/', 'http://packetstormsecurity.com/files/153237/RetireJS-CORS-Issue-Script-Execution.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/KYH3OAGR2RTCHRA5NOKX2TES7SNQMWGO/', 'https://lists.debian.org/debian-lts-announce/2019/05/msg00006.html', 'https://lists.debian.org/debian-lts-announce/2019/05/msg00029.html', 'https://blog.jquery.com/2019/04/10/jquery-3-4-0-released/', 'https://access.redhat.com/errata/RHSA-2019:1456', 'https://backdropcms.org/security/backdrop-sa-core-2019-009', 'http://packetstormsecurity.com/files/152787/dotCMS-5.1.1-Vulnerable-Dependencies.html', 'https://seclists.org/bugtraq/2019/Jun/12', 'https://www.debian.org/security/2019/dsa-4434', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/4UOAZIFCSZ3ENEFOR5IXX6NFAD3HV7FA/', 'http://seclists.org/fulldisclosure/2019/May/10', 'http://seclists.org/fulldisclosure/2019/May/11', 'https://www.drupal.org/sa-core-2019-006']",['https://github.com/jquery/jquery/commit/753d591aea698e57d6db58c9f722cd0808619b1b'],1,jquery/jquery,['753d591aea698e57d6db58c9f722cd0808619b1b'],"['03/25/2019, 16:57:30']",{'js'},1,[['669f720edc4f557dfef986db747c09ebfaa16ef5']],"['Core: Prevent Object.prototype pollution for $.extend( true, ... )\n\nCloses gh-4333']",{'js'},1
56,cvedetails,XSS,CVE-2019-10260,CWE-79,https://www.cvedetails.com/cve/CVE-2019-10260/,,4.3,,3/28/19,,[],"['https://github.com/totaljs/cms/commit/8b9d7dada998c08d172481d9f0fc0397c4b3c78d', 'https://github.com/totaljs/cms/commit/75205f93009db3cf8c0b0f4f1fc8ab82d70da8ad']",2,totaljs/cms,"['8b9d7dada998c08d172481d9f0fc0397c4b3c78d', '75205f93009db3cf8c0b0f4f1fc8ab82d70da8ad']","['02/13/2019, 19:29:31', '02/13/2019, 19:29:24']","{'html', 'js'}",2,"[['75205f93009db3cf8c0b0f4f1fc8ab82d70da8ad'], ['ff81eb74c1a15fab765a2127950d115bdbdd07dd']]","['Fixed XSS.', 'Fixed XSS.']","{'js', 'html'}",2
61,cvedetails,Dir. Trav.,CVE-2019-5484,CWE-22,https://www.cvedetails.com/cve/CVE-2019-5484/,,5.0,,9/13/19,,"['https://snyk.io/blog/severe-security-vulnerability-in-bowers-zip-archive-extraction', 'https://hackerone.com/reports/473811']",['https://github.com/bower/bower/commit/45c6bfa86f6e57731b153baca9e0b41a1cc699e3'],1,bower/bower,['45c6bfa86f6e57731b153baca9e0b41a1cc699e3'],"['01/23/2019, 21:14:48']","{'json', 'js'}",2,[['4f68fc7daa4d6f0a3dfd0da2afdbb8f0b87558af']],['Fix .tar.gz extract vulnerability'],"{'json', 'js'}",2
62,cvedetails,,CVE-2018-20835,CWE-20,https://www.cvedetails.com/cve/CVE-2018-20835/,,6.4,,4/30/19,,['https://hackerone.com/reports/344595'],['https://github.com/mafintosh/tar-fs/commit/06672828e6fa29ac8551b1b6f36c852a9a3c58a2'],1,mafintosh/tar-fs,['06672828e6fa29ac8551b1b6f36c852a9a3c58a2'],"['04/30/2018, 11:20:56']",{'js'},1,[['7b4ab17e950832cfd3e67421e48898fdb50318fc']],['force hardlink targets to be in the tar'],{'js'},1
66,cvedetails,XSS,CVE-2018-19048,CWE-79,https://www.cvedetails.com/cve/CVE-2018-19048/,,4.3,,5/13/19,,[],['https://github.com/mycolorway/simditor/commit/ef01a643cbb7f8163535d6bfb71135f80ec6a6fd'],1,mycolorway/simditor,['ef01a643cbb7f8163535d6bfb71135f80ec6a6fd'],"['11/09/2018, 06:29:45']","{'html', 'bowerrc', 'yml', 'md', 'js', 'css', 'coffee', 'json'}",8,[['65d78cbfcb576f8963ba26a991c33d746be5add7']],['ADD: DOMPurify for preventing xss attacks'],"{'js', 'json', 'yml', 'css', 'md', 'coffee', 'bowerrc', 'html'}",8
68,cvedetails,XSS,CVE-2017-18635,CWE-79,https://www.cvedetails.com/cve/CVE-2017-18635/,,4.3,,9/25/19,,"['https://lists.debian.org/debian-lts-announce/2019/10/msg00004.html', 'https://bugs.launchpad.net/horizon/+bug/1656435']",['https://github.com/novnc/noVNC/commit/6048299a138e078aed210f163111698c8c526a13#diff-286f7dc7b881e942e97cd50c10898f03L534'],1,novnc/noVNC,['6048299a138e078aed210f163111698c8c526a13#diff-286f7dc7b881e942e97cd50c10898f03L534'],"['01/12/2017, 16:43:35']","{'html', 'js'}",2,[['41f476a86357f1404fcca078212c702599bbcc57']],"['Use textContent instead of innerHTML\n\nPreviously, setting `innerHTML` was used to display the statuses.  These\ncould include content communicated from the remote VNC server, allowing\nthe remove VNC server to inject HTML into the noVNC page.\n\nThis commit switches all uses of `innerHTML` to use `textContent`, which\nis not vulnerable to the HTML injection.']","{'js', 'html'}",2
69,cvedetails,CSRF,CVE-2016-10766,CWE-352,https://www.cvedetails.com/cve/CVE-2016-10766/,,6.8,,7/29/19,,['https://open.edx.org/announcements/cross-site-request-forgery-bug-edx-lms/'],['https://github.com/edx/edx-platform/commit/d54f79f5bf3e1af17063937df1abc0026843412d.patch'],1,edx/edx-platform,['d54f79f5bf3e1af17063937df1abc0026843412d'],"['06/06/2016, 13:41:02']","{'py', 'coffee', 'js'}",3,[['58856964981c2fc61bd7e613ac9c453627ec89d8']],['Switch dashboard from GET to POST.'],"{'js', 'coffee', 'py'}",3
70,cvedetails,,CVE-2016-1587,CWE-284,https://www.cvedetails.com/cve/CVE-2016-1587/,,5.0,,4/22/19,,[],['https://github.com/snapcore/snapweb/commit/3f4cf9403f7687fbc8e27c0e01b2cf6aa5e7e0d5'],1,snapcore/snapweb,['3f4cf9403f7687fbc8e27c0e01b2cf6aa5e7e0d5'],"['10/20/2016, 17:18:23']","{'yaml', 'js', 'go', 'hbs', 'sh', 'json'}",6,"[['77e895588e393bf6bad80f1e94e287a18f906cc5', '6202bffde60c1dfde9cce8e11590a98cb062b30c']]",['Merge pull request #84 from dbarth/token\n\nAccess Token'],"{'go', 'js', 'json', 'yaml', 'sh', 'hbs'}",6
71,cvedetails,XSS,CVE-2018-1999024,CWE-79,https://www.cvedetails.com/cve/CVE-2018-1999024/,,4.3,,7/23/18,,['https://blog.bentkowski.info/2018/06/xss-in-google-colaboratory-csp-bypass.html'],['https://github.com/mathjax/MathJax/commit/a55da396c18cafb767a26aa9ad96f6f4199852f1'],1,mathjax/MathJax,['a55da396c18cafb767a26aa9ad96f6f4199852f1'],"['04/02/2018, 19:39:45']",{'js'},1,[['1e28a7607e10d768d99c0871b94130bfbfbf1683']],['Fix parsing and output for \\class{} and \\unicode{}'],{'js'},1
72,cvedetails,Dir. Trav.,CVE-2018-1002204,CWE-22,https://www.cvedetails.com/cve/CVE-2018-1002204/,,4.3,,7/25/18,,"['https://snyk.io/research/zip-slip-vulnerability', 'http://www.securityfocus.com/bid/107001', 'https://snyk.io/vuln/npm:adm-zip:20180415']",['https://github.com/cthackers/adm-zip/commit/62f64004fefb894c523a7143e8a88ebe6c84df25'],1,cthackers/adm-zip,['62f64004fefb894c523a7143e8a88ebe6c84df25'],"['04/23/2018, 07:20:56']",{'js'},1,"[['e116bc18df51e4e50c493cede82ae7696954b511', '6f4dfeb9a2166e93207443879988f97d88a37cde']]",['Merge pull request #212 from aviadatsnyk/master\n\nfix: prevent extracting archived files outside of target path.  Credit to Snyk Security Research Team for disclosure and fixing the issue.'],{'js'},1
73,cvedetails,Dir. Trav.,CVE-2018-1002203,CWE-22,https://www.cvedetails.com/cve/CVE-2018-1002203/,,4.3,,7/25/18,,"['https://snyk.io/vuln/npm:unzipper:20180415', 'https://snyk.io/research/zip-slip-vulnerability']",['https://github.com/ZJONSSON/node-unzipper/commit/2220ddd5b58f6252069a4f99f9475441ad0b50cd'],1,ZJONSSON/node-unzipper,['2220ddd5b58f6252069a4f99f9475441ad0b50cd'],"['04/16/2018, 13:32:34']","{'zip', 'js'}",2,"[['48bd69eaa3cbd30558bd218327ac103d1457e919', '5f68901c2e2e062a5e0083a81d257eccea0eb760']]",['Merge pull request #59 from aviadatsnyk/fix/zip-slip\n\nfix: prevent extracting archived files outside of target path'],{'js'},1
74,cvedetails,Exec Code XSS,CVE-2018-1000847,CWE-79,https://www.cvedetails.com/cve/CVE-2018-1000847/,,3.5,,12/20/18,,[],['https://github.com/funzoneq/freshdns/pull/6/commits/48b5ca812a89689fd2f32248875cedcba8c9014f'],1,funzoneq/freshdns,['48b5ca812a89689fd2f32248875cedcba8c9014f'],"['11/07/2018, 18:10:17']",{'js'},1,[['bdeff81bd4baff9463d46b90fb1889e7ac7ec4ed']],['protect against persistent XSS by other users'],{'js'},1
75,cvedetails,CSRF,CVE-2018-1000846,CWE-352,https://www.cvedetails.com/cve/CVE-2018-1000846/,,6.8,,12/20/18,,[],['https://github.com/funzoneq/freshdns/pull/6/commits/bdeff81bd4baff9463d46b90fb1889e7ac7ec4ed'],1,funzoneq/freshdns,['bdeff81bd4baff9463d46b90fb1889e7ac7ec4ed'],"['11/07/2018, 18:02:08']","{'php', 'js'}",2,[['06ffd9617d175a30b1361276ae0f43dfdb59bbf3']],['security: add protection against XSRF (Cross Site Request Forgery) on all POST requests'],"{'js', 'php'}",2
76,cvedetails,Exec Code XSS,CVE-2018-1000534,CWE-79,https://www.cvedetails.com/cve/CVE-2018-1000534/,,4.3,,6/26/18,,[],['https://github.com/laurent22/joplin/commit/494e235e18659574f836f84fcf9f4d4fcdcfcf89'],1,laurent22/joplin,['494e235e18659574f836f84fcf9f4d4fcdcfcf89'],"['05/09/2018, 15:59:33']","{'html', 'js', 'md'}",3,[['85219a6004239b061ed5b75e97128a2d486b9e05']],['Electron: Resolves #500: Fixed XSS security vulnerability'],"{'js', 'md', 'html'}",3
77,cvedetails,XSS,CVE-2018-19352,CWE-79,https://www.cvedetails.com/cve/CVE-2018-19352/,,4.3,,11/18/18,,['https://pypi.org/project/notebook/#history'],['https://github.com/jupyter/notebook/commit/288b73e1edbf527740e273fcc69b889460871648'],1,jupyter/notebook,['288b73e1edbf527740e273fcc69b889460871648'],"['11/18/2018, 13:46:53']","{'rst', 'js'}",2,"[['588b1f8eb3e3ee6f5a653d8f22faf8d7d22ae775', '1ed04ffa8aeb407560ef5ed77fff0675d0a46b9e']]","[""Merge branch 'directory-xss'""]","{'js', 'rst'}",2
78,cvedetails,,CVE-2018-16587,CWE-20,https://www.cvedetails.com/cve/CVE-2018-16587/,,5.8,,9/27/18,,"['https://www.debian.org/security/2018/dsa-4317', 'https://lists.debian.org/debian-lts-announce/2018/09/msg00033.html', 'https://community.otrs.com/security-advisory-2018-04-security-update-for-otrs-framework/']","['https://github.com/OTRS/otrs/commit/a4a1a01f84fac7ab032570ee50b660e2ebb15c01', 'https://github.com/OTRS/otrs/commit/d8cae00b0f78c2a07bb10cedb817304139395843', 'https://github.com/OTRS/otrs/commit/d9db0c6a15caafda7689320ecf61777993c33711']",3,OTRS/otrs,"['a4a1a01f84fac7ab032570ee50b660e2ebb15c01', 'd8cae00b0f78c2a07bb10cedb817304139395843', 'd9db0c6a15caafda7689320ecf61777993c33711']","['09/03/2018, 11:13:08', '09/03/2018, 11:25:05', '09/03/2018, 11:13:08']","{'tt', 'pm', 'js'}",3,"[['a0b9375dd8be9dd7913d3eb3110a081e076b7b59'], ['906463de74b4949b7a407f9d7ccfd6189e560926'], ['abb193c388af2cefa0631402392dff4dfb0f4e63']]","['Improved AdminSupportDataCollector.', 'Improved AdminSupportDataCollector.', 'Improved AdminSupportDataCollector.']","{'tt', 'pm', 'js'}",3
79,cvedetails,XSS,CVE-2018-16316,CWE-79,https://www.cvedetails.com/cve/CVE-2018-16316/,,3.5,,9/1/18,,[],['https://github.com/portainer/portainer/commit/1ad150c99460a35224d6adfe48ddda9ee056b7d2'],1,portainer/portainer,['1ad150c99460a35224d6adfe48ddda9ee056b7d2'],"['08/15/2018, 18:52:33']","{'go', 'js'}",2,[['594daf0de8ea9dd795eacf6fbf661712ba8b79d3']],['feat(security): update secured headers and sanitize team name'],"{'go', 'js'}",2
80,cvedetails,,CVE-2018-14732,CWE-20,https://www.cvedetails.com/cve/CVE-2018-14732/,,5.0,,9/21/18,,['https://blog.cal1.cn/post/Sniffing%20Codes%20in%20Hot%20Module%20Reloading%20Messages'],['https://github.com/webpack/webpack-dev-server/commit/f18e5adf123221a1015be63e1ca2491ca45b8d10'],1,webpack/webpack-dev-server,['f18e5adf123221a1015be63e1ca2491ca45b8d10'],"['07/24/2018, 16:57:43']",{'js'},1,[['e1bd264b9ce5fb0a05a62754883f6c8a36fbc51b']],['check origin header for websocket connection'],{'js'},1
83,cvedetails,XSS,CVE-2018-13423,CWE-79,https://www.cvedetails.com/cve/CVE-2018-13423/,,4.3,,7/7/18,,[],['https://github.com/omeka/Omeka/commit/ba841892116544847d76d3838781c9708cb92221'],1,omeka/Omeka,['ba841892116544847d76d3838781c9708cb92221'],"['04/24/2018, 20:03:22']","{'php', 'js'}",2,[['659a66001e4c286ddd5c8e2d96adafb7b94c2d22']],['Add escaping for tags on item form'],"{'js', 'php'}",2
84,cvedetails,,CVE-2018-12562,CWE-20,https://www.cvedetails.com/cve/CVE-2018-12562/,,7.5,,6/19/18,,['https://www.openwall.com/lists/oss-security/2018/06/18/1'],['https://github.com/CDrummond/cantata/commit/afc4f8315d3e96574925fb530a7004cc9e6ce3d3'],1,CDrummond/cantata,['afc4f8315d3e96574925fb530a7004cc9e6ce3d3'],"['06/15/2018, 16:48:11']","{'cpp', 'txt', 'h', 'wrapper', 'conf', 'ts', 'ui', 'cmake', 'xml', 'ChangeLog'}",10,[['ce78cdbc81d58959964a2355c2f0792ce0333ad7']],"['Remove internal Samba shre mounting code, this had some privilege escalation issues, and is not well tested']","{'ui', 'cmake', 'ts', 'txt', 'xml', 'h', 'cpp', 'wrapper', 'conf'}",9
85,cvedetails,,CVE-2018-12561,CWE-20,https://www.cvedetails.com/cve/CVE-2018-12561/,,6.5,,6/19/18,,['https://www.openwall.com/lists/oss-security/2018/06/18/1'],['https://github.com/CDrummond/cantata/commit/afc4f8315d3e96574925fb530a7004cc9e6ce3d3'],1,CDrummond/cantata,['afc4f8315d3e96574925fb530a7004cc9e6ce3d3'],"['06/15/2018, 16:48:11']","{'cpp', 'txt', 'h', 'wrapper', 'conf', 'ts', 'ui', 'cmake', 'xml', 'ChangeLog'}",10,[['ce78cdbc81d58959964a2355c2f0792ce0333ad7']],"['Remove internal Samba shre mounting code, this had some privilege escalation issues, and is not well tested']","{'ui', 'cmake', 'ts', 'txt', 'xml', 'h', 'cpp', 'wrapper', 'conf'}",9
